id,speaker,text,visualEventKey,choiceKey,nextId
ch07_true_020,내레이션,"그들은 한동안 그렇게 서로를 안고 있었다. 숲의 새소리, 바람 소리, 모든 것이 다시 살아나는 것 같았다.",ch07_true_020_visual,,ch07_true_021
ch07_true_021,내레이션,"저승의 긴 어둠은 끝이 났다. 그들은 다시 함께할 수 있었다.",ch07_true_021_visual,,ch07_true_022
ch07_true_022,내레이션,"오르페우스는 그녀의 손을 잡았다. 그리고 그의 곁에 놓인 리라를 들었다. 그는 새로운 노래를 연주하기 시작했다.",ch07_true_022_visual,,ch07_true_023
ch07_true_023,내레이션,"슬픔이나 그리움이 아니었다. 재회의 기쁨, 삶의 축복이 담긴 노래였다.",ch07_true_023_visual,,ch07_true_024
ch07_true_024,내레이션,"에우리디케는 그의 곁에 앉아 그 노래를 들었다. 그녀의 눈에는 이제 더 이상 슬픔이 없었다. 오직 그를 향한 사랑만이 가득했다.",ch07_true_024_visual,,ch07_true_025
ch07_true_025,내레이션,"그들은 함께 숲길을 걷기 시작했다. 아침 햇살이 그들의 길을 비추었고, 모든 것이 새로운 시작처럼 느껴졌다.",ch07_true_025_visual,,
ch07_original_001,내레이션,"의심이 믿음을 이겼다.",ch07_original_001_visual,,ch07_original_002
ch07_original_002,오르페우스,"미안해, 에우리디케. 딱 한 번만. 네 얼굴 보고 싶어서.",ch07_original_002_visual,,ch07_original_003
ch07_original_003,내레이션,"그는 돌아섰다. 그의 눈에 들어온 것은, 희미한 형체의 에우리디케였다.",ch07_original_003_visual,,ch07_original_004
ch07_original_004,내레이션,"그녀의 얼굴에는 슬픔이 아니라, 깊은 이해와 애정이 담겨 있었다. 그녀는 그에게 손을 뻗으려 했다.",ch07_original_004_visual,,ch07_original_005
ch07_original_005,내레이션,"하지만 그 손은 허공에서 허물어지기 시작했다.",ch07_original_005_visual,,ch07_original_006
ch07_original_006,에우리디케,"괜찮아, 오르페우스. 나는... 알고 있었어.",ch07_original_006_visual,,ch07_original_007
ch07_original_007,내레이션,"그녀의 형체가 서서히 흩어졌다. 그녀의 미소가 마지막으로 남았다가, 이내 안개처럼 사라졌다.",ch07_original_007_visual,,ch07_original_008
ch07_original_008,오르페우스,"아니...! 아니야! 아아아!",ch07_original_008_visual,,ch07_original_009
ch07_original_009,내레이션,"그는 절규했지만, 대답은 없었다. 그의 손이 허공을 휘저을 뿐이었다.",ch07_original_009_visual,,ch07_original_010
ch07_original_010,내레이션,"그녀는 다시 돌아오지 않았다.",ch07_original_010_visual,,ch07_original_011
ch07_original_011,내레이션,"그는 무너져 내렸다. 햇살이 그의 등 뒤를 비췄지만, 그는 다시는 따뜻함을 느낄 수 없었다.",ch07_original_011_visual,,ch07_original_012
ch07_original_012,내레이션,"그는 얻은 것을 잃었다. 믿음을 지키지 못한 대가를 치렀다.",ch07_original_012_visual,,ch07_original_013
ch07_original_013,오르페우스,"에우리디케...",ch07_original_013_visual,,ch07_original_014
ch07_original_014,내레이션,"그는 그녀의 이름을 반복해서 불렀다. 하지만 그의 목소리는 공허하게 메아리쳤을 뿐이었다.",ch07_original_014_visual,,ch07_original_015
ch07_original_015,내레이션,"그는 슬픔의 노래를 불렀지만, 그 노래는 더 이상 누구도 움직일 수 없었다.",ch07_original_015_visual,,ch07_original_016
ch07_original_016,내레이션,"그의 리라는 이제 슬픔의 상징이 되었다. 그는 평생을 그녀를 그리워하며 살아갔다.",ch07_original_016_visual,,ch07_original_017
ch07_original_017,내레이션,"그의 노래는 세상에 슬픔을 전파했고, 그는 다시는 웃지 못했다.",ch07_original_017_visual,,
